city,countries,lat_lngs,lat,long,temp,max_temp,humidity,wind_speed,clouds
rawson,AR,"(-47.39765963372168, -63.198989276165776)",-47.39765963372168,-63.198989276165776,56.86,56.86,51,20.78,79
fortuna foothills,US,"(32.32547684025981, -114.14623686021308)",32.32547684025981,-114.14623686021308,54.77,55.99,100,6.93,20
maceio,BR,"(-16.919463846886316, -25.874118402801088)",-16.919463846886316,-25.874118402801088,68,68,94,3.36,20
cabinda,AO,"(-5.367401671287695, 11.748245094033905)",-5.367401671287695,11.748245094033905,72.09,72.09,89,5.44,16
san ignacio,MX,"(23.619280690065906, -106.36383298437316)",23.619280690065906,-106.36383298437316,73.58,73.58,93,1.45,45
torbay,CA,"(37.47764837768595, -45.24255187365006)",37.47764837768595,-45.24255187365006,51.19,52,66,8.05,20
lorengau,PG,"(6.551342142760248, 145.71665915693063)",6.551342142760248,145.71665915693063,83.8,83.8,79,11.21,74
annau,TM,"(38.22394336935042, 58.84591380103254)",38.22394336935042,58.84591380103254,69.8,69.8,22,4.7,24
ardakan,IR,"(32.8916579633063, 55.000905607270425)",32.8916579633063,55.000905607270425,77,77,15,4.7,0
cam pha,VN,"(21.12632292528238, 108.11684574502948)",21.12632292528238,108.11684574502948,51.8,51.8,71,17.49,54
ordzhonikidze,UA,"(43.46190679519728, 35.86979017516691)",43.46190679519728,35.86979017516691,60.19,60.19,70,6.69,1
bowen,AU,"(-16.253500521780666, 150.56352655536284)",-16.253500521780666,150.56352655536284,71.6,71.6,83,19.46,40
brokopondo,SR,"(3.8218817900320516, -56.057208249802216)",3.8218817900320516,-56.057208249802216,76.24,76.24,87,1.74,100
hamza,UZ,"(40.1770168147236, 71.54221925820266)",40.1770168147236,71.54221925820266,73.4,73.4,16,2.24,1
arlit,NE,"(20.79895527939003, 6.7369744158637275)",20.79895527939003,6.7369744158637275,89.78,89.78,31,4.43,99
fortuna,US,"(35.35530220567843, -140.2223767176945)",35.35530220567843,-140.2223767176945,54.77,55.99,100,6.93,20
addis abeba,ET,"(9.353183198657433, 38.67015613727446)",9.353183198657433,38.67015613727446,76.77,79,78,4.7,1
koluszki,PL,"(51.71567265114567, 19.939066769355804)",51.71567265114567,19.939066769355804,45.34,46,100,1.12,43
ambovombe,MG,"(-28.685346131044795, 46.84904287630863)",-28.685346131044795,46.84904287630863,69.96,69.96,75,13.58,8
joetsu,JP,"(37.16980350747269, 138.4273468830042)",37.16980350747269,138.4273468830042,87.55,87.55,58,7.34,9
dawei,MM,"(13.509673235058628, 98.45005651093737)",13.509673235058628,98.45005651093737,86.22,86.22,74,7,100
mar del plata,AR,"(-56.82793725815897, -42.755343106432775)",-56.82793725815897,-42.755343106432775,55.92,59,87,3.36,40
sahbuz,AZ,"(39.49825477577633, 45.61171019750748)",39.49825477577633,45.61171019750748,71.6,73.4,56,4.7,0
khatanga,RU,"(83.04094067361706, 93.90926305390849)",83.04094067361706,93.90926305390849,56.41,56.41,64,11.23,0
bengkulu,ID,"(-10.609110654327935, 95.0673969162882)",-10.609110654327935,95.0673969162882,87.31,87.31,58,12.91,37
morton,US,"(40.51900981825872, -89.3757141774992)",40.51900981825872,-89.3757141774992,40.66,41,75,9.17,1
stokmarknes,NO,"(69.635481666891, 14.373062807405802)",69.635481666891,14.373062807405802,51.8,51.8,87,25.28,75
bisira,PA,"(9.324099607461548, -81.49887061217709)",9.324099607461548,-81.49887061217709,59.52,59.52,100,1.61,100
balkhash,KZ,"(47.977852795832064, 75.82003882858058)",47.977852795832064,75.82003882858058,62.6,62.6,33,6.71,1
ozernovskiy,RU,"(51.203157982133604, 158.23240978854858)",51.203157982133604,158.23240978854858,50.31,50.31,93,14.29,100
katsuura,JP,"(22.717821219415356, 146.20254654371598)",22.717821219415356,146.20254654371598,88.34,91.99,74,19.46,40
nobres,BR,"(-14.430518373920762, -55.34202692848916)",-14.430518373920762,-55.34202692848916,76.95,76.95,31,2.64,1
kasangulu,CD,"(-4.910966226166465, 15.29993585683556)",-4.910966226166465,15.29993585683556,73.4,73.4,78,4.41,40
ahipara,NZ,"(-36.79689526789175, 167.44119567185288)",-36.79689526789175,167.44119567185288,56.8,56.8,68,5.77,29
beringovskiy,RU,"(61.09870047889294, 178.18811194071208)",61.09870047889294,178.18811194071208,46.44,46.44,61,4.61,0
guerrero negro,MX,"(23.84637133856444, -117.69767798535142)",23.84637133856444,-117.69767798535142,67.71,67.71,80,5.14,100
hobyo,SO,"(2.273598329844191, 49.602380461706844)",2.273598329844191,49.602380461706844,78.75,78.75,71,21.56,82
sambava,MG,"(-12.478618786751568, 56.50363134516641)",-12.478618786751568,56.50363134516641,73.89,73.89,72,11.9,71
saint-francois,GP,"(15.934364908601879, -59.48098872887056)",15.934364908601879,-59.48098872887056,41.92,43,93,0.98,0
lichinga,MZ,"(-12.896213706294475, 35.140675444654846)",-12.896213706294475,35.140675444654846,54.25,55.4,93,11.41,75
swan hill,AU,"(-34.32227907005226, 144.06511707570627)",-34.32227907005226,144.06511707570627,92.88,92.88,53,4.41,97
sibolga,ID,"(-2.2472822308552196, 93.76774873764975)",-2.2472822308552196,93.76774873764975,83.75,83.75,72,4.29,31
amapa,BR,"(2.1225374937371697, -48.025377931571796)",2.1225374937371697,-48.025377931571796,70.23,70.23,97,2.15,53
novoagansk,RU,"(62.401702924931044, 76.52891097715104)",62.401702924931044,76.52891097715104,54.93,54.93,60,6.06,74
basco,PH,"(19.51473740818514, 122.04077270554535)",19.51473740818514,122.04077270554535,85.06,85.06,72,6.93,59
lata,SB,"(-4.46465118553013, 167.13036843686263)",-4.46465118553013,167.13036843686263,68.79,72,49,8.01,0
korla,CN,"(37.24604146871556, 88.7202624815626)",37.24604146871556,88.7202624815626,76.75,76.75,23,15.12,40
porto santo,PT,"(32.00473276062071, -14.673253770538196)",32.00473276062071,-14.673253770538196,67.3,69.01,48,4.7,7
struer,DK,"(56.575441547247806, 8.661051125719098)",56.575441547247806,8.661051125719098,60.01,60.01,96,13.53,100
banda aceh,ID,"(4.273854195202844, 90.76045118980716)",4.273854195202844,90.76045118980716,92.75,92.75,53,8.61,0
bartica,GY,"(6.82549792633715, -59.434560576623795)",6.82549792633715,-59.434560576623795,73.4,73.4,100,2.24,20
ventspils,LV,"(58.6371907115668, 20.64431547783704)",58.6371907115668,20.64431547783704,59,59,82,13.87,20
berlevag,NO,"(86.4643188664738, 32.74644705541215)",86.4643188664738,32.74644705541215,50,50,76,10.29,34
tibati,CM,"(5.631630796050956, 12.995061732079932)",5.631630796050956,12.995061732079932,65.91,65.91,95,0.74,94
guasdualito,VE,"(7.830832426815576, -71.04726440442477)",7.830832426815576,-71.04726440442477,72.97,72.97,97,1.34,96
mago,RU,"(53.287585867751716, 140.1650751047502)",53.287585867751716,140.1650751047502,66.45,66.45,60,3.13,100
jega,NG,"(12.139236368406756, 4.265792075130406)",12.139236368406756,4.265792075130406,73.74,73.74,89,3.71,100
neuquen,AR,"(-39.53352195445597, -68.63108832384901)",-39.53352195445597,-68.63108832384901,51.8,51.8,71,13.31,48
tignere,CM,"(7.534834388895376, 12.751201739138565)",7.534834388895376,12.751201739138565,63.52,63.52,98,0.63,99
viesca,MX,"(25.453655289347623, -102.83604624281266)",25.453655289347623,-102.83604624281266,72,72,74,4,100
bongandanga,CD,"(1.525754237391368, 20.3645933386355)",1.525754237391368,20.3645933386355,70.09,70.09,99,1.54,94
port macquarie,AU,"(-34.60479484810963, 158.64337457299126)",-34.60479484810963,158.64337457299126,73.35,73.35,52,2.37,99
tabuk,SA,"(29.129188732372853, 37.67749096559032)",29.129188732372853,37.67749096559032,87.19,87.19,69,5.1,86
grand river south east,MU,"(-18.706712230130293, 68.36849124845557)",-18.706712230130293,68.36849124845557,74.08,75.2,16,6.93,1
bilibino,RU,"(67.77155093279117, 166.87075735822577)",67.77155093279117,166.87075735822577,46.96,46.96,54,4.7,72
rubik,AL,"(41.80672169634636, 19.780309648404454)",41.80672169634636,19.780309648404454,62.6,62.6,88,6.58,0
greystones,IE,"(53.17412880953208, -5.598624995873308)",53.17412880953208,-5.598624995873308,61.66,62.01,82,6.64,79
ravar,IR,"(31.855735043449485, 58.02612374591891)",31.855735043449485,58.02612374591891,86.88,86.88,12,6.26,0
richards bay,ZA,"(-36.277200876262974, 39.92041736787104)",-36.277200876262974,39.92041736787104,42.1,42.8,75,9.17,95
larap,PH,"(4.758185358935478, 119.51379355961222)",4.758185358935478,119.51379355961222,88.54,88.54,64,5.32,100
yulara,AU,"(-22.450624388324158, 128.21233062730232)",-22.450624388324158,128.21233062730232,95,95,8,12.75,0
gusau,NG,"(12.432320482649502, 6.919140584359354)",12.432320482649502,6.919140584359354,71.91,71.91,84,4.54,100
lufilufi,WS,"(-0.9910929862849827, -164.55008356681262)",-0.9910929862849827,-164.55008356681262,77,77,94,8.05,90
qarqin,AF,"(37.26128751270488, 65.73168760110258)",37.26128751270488,65.73168760110258,75.24,75.24,18,5.14,0
mayumba,GA,"(-5.265680875849583, 9.097026567244086)",-5.265680875849583,9.097026567244086,74.37,74.37,85,5.86,100
prince rupert,CA,"(51.51936468564, -132.7783019652557)",51.51936468564,-132.7783019652557,35.6,35.6,74,4.7,1
rio grande,BR,"(-33.61719542673508, -48.760547584016535)",-33.61719542673508,-48.760547584016535,63.18,64.4,77,3,0
bubaque,GW,"(9.843693677408694, -17.796833180557456)",9.843693677408694,-17.796833180557456,80.15,80.15,81,9.98,100
tiksi,RU,"(83.21865953280971, 125.06248684342978)",83.21865953280971,125.06248684342978,50.23,50.23,57,13.33,42
antofagasta,CL,"(-23.367153459783466, -78.83226880359535)",-23.367153459783466,-78.83226880359535,57.2,57.2,67,5.82,90
aykhal,RU,"(68.4774694120297, 110.48717117831546)",68.4774694120297,110.48717117831546,33.8,33.8,100,6.71,90
chernigovka,RU,"(44.51372552846857, 132.41129363749803)",44.51372552846857,132.41129363749803,67.3,67.3,89,9.78,98
high level,CA,"(59.50348506911041, -116.14053528250523)",59.50348506911041,-116.14053528250523,78.04,80.01,88,8.05,1
dwarka,IN,"(20.797524876195638, 67.31187840663782)",20.797524876195638,67.31187840663782,85.75,85.75,70,10.85,27
lotofaga,WS,"(-15.18882741972665, -172.1671864975862)",-15.18882741972665,-172.1671864975862,77,77,94,8.05,90
jalu,LY,"(26.629169692566094, 24.069743076883555)",26.629169692566094,24.069743076883555,72.12,72.12,56,6.58,0
termoli,IT,"(42.562539768065164, 15.373738314811447)",42.562539768065164,15.373738314811447,68.92,71.01,87,1.01,27
zhezkazgan,KZ,"(48.34331244646174, 66.4430816131069)",48.34331244646174,66.4430816131069,62.6,62.6,39,8.95,3
souillac,MU,"(-34.123412256369164, 64.34402826258415)",-34.123412256369164,64.34402826258415,71.6,71.6,100,10.29,75
lucapa,AO,"(-7.903558138666895, 21.902654839861412)",-7.903558138666895,21.902654839861412,66.4,66.4,39,3.78,0
chumikan,RU,"(55.556518539814334, 134.02234226751807)",55.556518539814334,134.02234226751807,62.47,62.47,56,6.73,100
ljungby,SE,"(56.76021446710624, 14.210783406174329)",56.76021446710624,14.210783406174329,54.57,55,100,13.87,100
zhoucheng,CN,"(24.406588478890853, 101.83117291522495)",24.406588478890853,101.83117291522495,85.62,85.62,48,6.22,1
ust-tsilma,RU,"(66.72531341829662, 49.256624926795666)",66.72531341829662,49.256624926795666,56.17,56.17,90,4.74,97
ginir,ET,"(6.772625547872025, 40.47585136792833)",6.772625547872025,40.47585136792833,61.45,61.45,78,6.15,12
noyabrsk,RU,"(62.634998984852444, 76.11426768364663)",62.634998984852444,76.11426768364663,52.81,52.81,63,1.68,87
bismarck,US,"(47.02176002912026, -100.25939071411668)",47.02176002912026,-100.25939071411668,40.42,41,75,9.17,1
keti bandar,PK,"(22.940246659728842, 65.57500803093205)",22.940246659728842,65.57500803093205,57.2,57.2,71,4.7,3
verkhoyansk,RU,"(65.13682117513872, 132.67716786536351)",65.13682117513872,132.67716786536351,52.27,52.27,56,2.28,83
san carlos,PY,"(-22.194733395567752, -57.194992373856834)",-22.194733395567752,-57.194992373856834,73.58,73.58,93,1.45,45
salalah,OM,"(18.024080601044332, 56.1966768729356)",18.024080601044332,56.1966768729356,80.6,80.6,78,6.93,75
coruripe,BR,"(-16.309842431272656, -29.821042268967773)",-16.309842431272656,-29.821042268967773,71.69,71.69,86,6.06,0
burnie,AU,"(-42.504101303012554, 143.47892986131785)",-42.504101303012554,143.47892986131785,59,59,50,15.01,60
gazojak,TM,"(42.07633678304239, 62.440437447238224)",42.07633678304239,62.440437447238224,70.61,70.61,22,17.4,39
plettenberg bay,ZA,"(-40.71421068361499, 23.253054423416387)",-40.71421068361499,23.253054423416387,53.96,55,77,4.68,90
saldanha,ZA,"(-37.598427460317474, 2.613571961763995)",-37.598427460317474,2.613571961763995,60.12,60.12,61,3.29,0
jidong,CN,"(45.167986715519675, 131.25138826454628)",45.167986715519675,131.25138826454628,64.81,64.81,92,13.2,100
sisimiut,GL,"(65.49824837431316, -55.53335078145366)",65.49824837431316,-55.53335078145366,37.4,37.4,78,5.23,6
san vicente,PH,"(19.290112444707773, 126.7476895033397)",19.290112444707773,126.7476895033397,73.58,73.58,93,1.45,45
pokhara,NP,"(31.685790724397066, 86.00890765005232)",31.685790724397066,86.00890765005232,80.37,80.37,73,4.61,25
nuuk,GL,"(63.1609564166225, -53.12517881581047)",63.1609564166225,-53.12517881581047,39.09,39.2,86,2.86,96
assiniboia,CA,"(49.33306656605146, -105.46716742121015)",49.33306656605146,-105.46716742121015,38.25,38.25,71,7.36,62
kushima,JP,"(29.248769261385718, 133.64895450272297)",29.248769261385718,133.64895450272297,80.6,80.6,78,17.22,40
oliveira dos brejinhos,BR,"(-11.962382440652249, -42.691041960586944)",-11.962382440652249,-42.691041960586944,61.74,61.74,56,3.94,22
ancud,CL,"(-39.65865659476434, -101.62730765875554)",-39.65865659476434,-101.62730765875554,44.76,48,97,24,100
lavrentiya,RU,"(68.75931705738918, -170.5198089203369)",68.75931705738918,-170.5198089203369,43.02,43.02,71,19.73,78
marsabit,KE,"(1.465120917093003, 38.763448772918736)",1.465120917093003,38.763448772918736,60.04,60.04,85,14.85,99
acarau,BR,"(5.670417709716645, -39.558672322142485)",5.670417709716645,-39.558672322142485,77.67,77.67,83,15.57,61
tondano,ID,"(-0.5305640369534927, 125.16392035720725)",-0.5305640369534927,125.16392035720725,86,86,74,9.17,40
alofi,NU,"(-26.09229582897916, -167.62892805351044)",-26.09229582897916,-167.62892805351044,75.2,75.2,73,13.87,75
muravlenko,RU,"(62.90337885286823, 73.88903168668332)",62.90337885286823,73.88903168668332,51.35,51.35,62,3.56,76
poum,NC,"(-20.069039787547823, 164.22999613493653)",-20.069039787547823,164.22999613493653,72.59,72.59,77,11.95,48
karratha,AU,"(-20.808420270008597, 113.17972236321015)",-20.808420270008597,113.17972236321015,91.36,91.36,24,11.65,0
fairbanks,US,"(63.04718152350287, -144.6402458107614)",63.04718152350287,-144.6402458107614,55.49,57.2,58,3.36,75
darlowo,PL,"(54.41806272953502, 16.36783726610301)",54.41806272953502,16.36783726610301,54,54,73,18.43,47
sao joao da barra,BR,"(-30.289146732658153, -29.751517723469163)",-30.289146732658153,-29.751517723469163,83.01,83.01,71,6.85,47
ulladulla,AU,"(-39.367826816433066, 156.9354974092845)",-39.367826816433066,156.9354974092845,74.64,82.4,28,17.22,100
kamloops,CA,"(50.92604347988083, -120.59581347680918)",50.92604347988083,-120.59581347680918,64.4,64.4,23,3.36,5
qaqortoq,GL,"(64.54095534331503, -43.48990190853863)",64.54095534331503,-43.48990190853863,39.2,39.2,72,2.24,10
kjopsvik,NO,"(66.80458583332825, 17.049792441226174)",66.80458583332825,17.049792441226174,53.29,53.6,76,11.41,75
omboue,GA,"(-5.873244509770672, 3.224387782068675)",-5.873244509770672,3.224387782068675,74.17,74.17,85,6.67,95
ruwi,OM,"(25.076104494361473, 57.48565155028871)",25.076104494361473,57.48565155028871,95,95,41,8.05,0
cotonou,BJ,"(5.852557570218281, 2.44416682376675)",5.852557570218281,2.44416682376675,75.56,75.56,89,9.84,16
palmer,US,"(56.090451345182714, -145.08094894856202)",56.090451345182714,-145.08094894856202,62.2,64.99,93,3.38,75
nyanza,RW,"(-2.2365034046899552, 29.57464325894992)",-2.2365034046899552,29.57464325894992,62.29,62.6,100,2.24,75
solton,RU,"(53.12520585781695, 86.35303792676558)",53.12520585781695,86.35303792676558,55.06,55.06,63,4.54,100
natal,BR,"(-5.27275149386918, -33.883303002995376)",-5.27275149386918,-33.883303002995376,70.74,71.6,88,4.7,40
tommot,RU,"(57.41826331044541, 127.25141629346803)",57.41826331044541,127.25141629346803,60.98,60.98,47,4.23,75
mitchell,US,"(43.2420555770571, -98.90169720967991)",43.2420555770571,-98.90169720967991,48.2,48.2,87,5.82,90
ziro,IN,"(28.177464432138464, 93.66810497447102)",28.177464432138464,93.66810497447102,84.2,84.2,89,5.82,75
champerico,GT,"(9.095899541159369, -93.79943713324887)",9.095899541159369,-93.79943713324887,66.02,66.99,96,5.32,100
morgan city,US,"(26.57248504187345, -92.56350175247414)",26.57248504187345,-92.56350175247414,74.34,77,83,6.93,40
garland,US,"(32.86790250434805, -96.68227132129924)",32.86790250434805,-96.68227132129924,81.54,82.99,65,10.29,1
half moon bay,US,"(35.38689971074899, -126.10022671783719)",35.38689971074899,-126.10022671783719,74.37,74.37,91,4.41,78
mucurapo,TT,"(11.074581824241704, -62.14260160786971)",11.074581824241704,-62.14260160786971,78.12,81,100,4.45,20
barcelona,VE,"(10.211404596525455, -64.63677381717987)",10.211404596525455,-64.63677381717987,64.85,68,77,12.75,20
sinnamary,GF,"(8.362350565298115, -50.86504670456998)",8.362350565298115,-50.86504670456998,77.67,77.67,89,7.61,51
lakhimpur,IN,"(27.00959422054362, 94.04989715406407)",27.00959422054362,94.04989715406407,92.12,92.12,57,3.76,50
bambous virieux,MU,"(-30.829190442716204, 69.88457314461724)",-30.829190442716204,69.88457314461724,73.38,75,100,10.29,75
caravelas,BR,"(-19.98952134085968, -35.36689728526497)",-19.98952134085968,-35.36689728526497,68.38,68.38,90,4.07,10
komsomolskiy,RU,"(69.45797807047225, 173.9420088406518)",69.45797807047225,173.9420088406518,73.4,73.4,16,2.24,0
khasan,RU,"(38.760241741828054, 130.8579452247323)",38.760241741828054,130.8579452247323,67.3,67.3,91,10.76,98
ponta delgada,PT,"(34.92216353902815, -26.356769868045518)",34.92216353902815,-26.356769868045518,66.99,66.99,90,16.6,39
gravelbourg,CA,"(48.52294351931735, -107.24702295877356)",48.52294351931735,-107.24702295877356,39.52,39.52,69,6.82,36
raga,SD,"(9.876637668560022, 25.844362331060438)",9.876637668560022,25.844362331060438,68.7,68.7,95,2.95,61
kruisfontein,ZA,"(-63.49889105910612, 26.825791079912904)",-63.49889105910612,26.825791079912904,54,54,91,5.53,0
mercedes,AR,"(-34.26947904451948, -65.89798229480506)",-34.26947904451948,-65.89798229480506,48.36,50,61,4,0
bambanglipuro,ID,"(-14.51048909485992, 110.18102856971586)",-14.51048909485992,110.18102856971586,84.63,84.63,62,16.11,69
nabire,ID,"(-5.431986581931241, 137.6220749643851)",-5.431986581931241,137.6220749643851,87.44,87.44,60,4.36,100
tereze,RU,"(43.702793022823954, 42.23397001955618)",43.702793022823954,42.23397001955618,66.74,69.01,88,6.71,13
leningradskiy,RU,"(67.76251942001198, 175.84218582919232)",67.76251942001198,175.84218582919232,40.46,40.46,76,12.57,95
roanoke rapids,US,"(36.722043651777454, -77.72092210065428)",36.722043651777454,-77.72092210065428,63.41,66.2,82,4.7,1
bilma,NE,"(21.97834127300939, 14.146849507436912)",21.97834127300939,14.146849507436912,88.75,88.75,20,10.2,26
benguela,AO,"(-12.313055833422169, 12.993022752007676)",-12.313055833422169,12.993022752007676,70.12,70.12,82,2.53,0
notre-dame-du-lac,CA,"(47.49664295004561, -68.79791170111783)",47.49664295004561,-68.79791170111783,63.32,64.99,67,14.99,75
hervey bay,AU,"(-23.51483556928767, 157.8970213083985)",-23.51483556928767,157.8970213083985,76.32,77,83,5.82,1
kot addu,PK,"(30.35017370263688, 70.88562980511972)",30.35017370263688,70.88562980511972,85.86,87.01,79,4.7,20
rochegda,RU,"(63.47305896108014, 43.141843088742036)",63.47305896108014,43.141843088742036,53.01,53.01,94,3.58,99
buala,SB,"(-3.8578952029671427, 159.53396764204712)",-3.8578952029671427,159.53396764204712,83.75,83.75,72,4,50
nishihara,JP,"(20.257872450531067, 135.26391691981638)",20.257872450531067,135.26391691981638,84.63,86,70,4.7,75
carcassonne,FR,"(43.23439826840169, 2.454903842219835)",43.23439826840169,2.454903842219835,54.34,57.2,62,5.82,0
lodja,CD,"(-3.1988121642252736, 23.980410486184752)",-3.1988121642252736,23.980410486184752,70.29,70.29,93,0.07,41
sainte-rose,RE,"(-20.628070453546357, 56.34756409670294)",-20.628070453546357,56.34756409670294,78.8,78.8,83,1.12,20
tecolutilla,MX,"(18.66665087753057, -93.758729914636)",18.66665087753057,-93.758729914636,77.72,77.72,87,3.47,93
lagoa,PT,"(49.74463043951721, -28.247377082014566)",49.74463043951721,-28.247377082014566,70.32,70.32,83,19.08,39
salvador,BR,"(-14.656796791728326, -35.23215514684844)",-14.656796791728326,-35.23215514684844,74.1,78.8,88,3.36,85
bahia blanca,AR,"(-37.70413934622742, -62.11973779081133)",-37.70413934622742,-62.11973779081133,65.05,65.05,83,8.43,63
atambua,ID,"(-9.866536150887598, 126.07655419628321)",-9.866536150887598,126.07655419628321,86.81,86.81,43,3.4,98
carauari,BR,"(-4.8483524551580786, -66.23574429061473)",-4.8483524551580786,-66.23574429061473,75.49,75.49,57,1.32,9
khorramshahr,IR,"(30.01755212837051, 47.656657731328465)",30.01755212837051,47.656657731328465,87.8,87.8,27,6.93,0
lambarene,GA,"(-0.606476271439405, 10.168963018220524)",-0.606476271439405,10.168963018220524,72.61,72.61,87,4.45,99
flinders,AU,"(-29.86072828970324, 133.99057208891992)",-29.86072828970324,133.99057208891992,71.42,73.99,59,4,92
kande,TG,"(10.068917908442387, 1.1874111498412674)",10.068917908442387,1.1874111498412674,70.27,70.27,92,2.01,43
agadez,NE,"(18.547662164741226, 9.894448910219154)",18.547662164741226,9.894448910219154,85.5,85.5,26,10.45,85
novouzensk,RU,"(50.046249147747346, 47.73398054337724)",50.046249147747346,47.73398054337724,71.17,71.17,24,7.61,41
sakaiminato,JP,"(36.68755185016619, 132.6188369788133)",36.68755185016619,132.6188369788133,89.94,91.4,41,14.99,20
puerto madryn,AR,"(-42.389644538934604, -64.67562136117726)",-42.389644538934604,-64.67562136117726,73.6,73.99,78,11.41,0
nampula,MZ,"(-15.632873783576045, 39.02426385522983)",-15.632873783576045,39.02426385522983,62.6,62.6,93,8.05,40
najran,SA,"(20.816268099997984, 45.76329948686532)",20.816268099997984,45.76329948686532,77,77,41,4.94,0
kochki,RU,"(54.26320044097801, 80.62710162654258)",54.26320044097801,80.62710162654258,48.42,48.42,86,6.04,100
waipawa,NZ,"(-44.54554782805306, 176.9882229129821)",-44.54554782805306,176.9882229129821,54.84,55.4,71,21.92,0
gamboula,CF,"(3.996442473413893, 15.322989705522673)",3.996442473413893,15.322989705522673,65.82,65.82,98,2.42,100
kaitangata,NZ,"(-53.512866870024574, 174.82412460624693)",-53.512866870024574,174.82412460624693,54,54,68,5.99,20
yeppoon,AU,"(-18.749538968033264, 155.12050153277062)",-18.749538968033264,155.12050153277062,80.6,80.6,42,13.87,29
semikarakorsk,RU,"(47.40854316237997, 40.77176256356739)",47.40854316237997,40.77176256356739,59,59,47,7.7,1
waingapu,ID,"(-13.355947750953135, 117.55959351107913)",-13.355947750953135,117.55959351107913,88.03,88.03,44,16.84,99
stuttgart,US,"(34.00535260193092, -91.4184044156784)",34.00535260193092,-91.4184044156784,47.14,48,93,2.24,1
nome,US,"(62.95410817908078, -167.36279266023712)",62.95410817908078,-167.36279266023712,51.44,51.8,93,6.93,90
mabaruma,GY,"(8.80132596944118, -60.19734711326777)",8.80132596944118,-60.19734711326777,73.65,73.65,97,2.33,75
kango,GA,"(0.14045488023424468, 9.891206701493104)",0.14045488023424468,9.891206701493104,72.05,72.05,91,2.55,90
san quintin,MX,"(25.115310997134486, -123.31265951117749)",25.115310997134486,-123.31265951117749,73.58,73.58,93,1.45,45
davila,PH,"(20.192397533764776, 118.95204862628714)",20.192397533764776,118.95204862628714,87.8,87.8,74,6.93,40
byron bay,AU,"(-27.0157450164211, 159.20878366673088)",-27.0157450164211,159.20878366673088,48.58,48.99,87,6.93,90
atasu,KZ,"(48.892777830234934, 70.02235095874107)",48.892777830234934,70.02235095874107,57.07,57.07,49,9.73,2
lubumbashi,CD,"(-10.98622632187113, 27.603900948216875)",-10.98622632187113,27.603900948216875,52.32,52.32,56,3.56,0
disna,BY,"(55.154822659251664, 28.71429968559457)",55.154822659251664,28.71429968559457,47.89,47.89,96,9.4,16
nyanguge,TZ,"(-2.6205086917635896, 33.447177279680346)",-2.6205086917635896,33.447177279680346,70.21,70.21,71,10.27,91
geraldton,AU,"(-27.384444343864985, 118.31742725642016)",-27.384444343864985,118.31742725642016,68,68,42,9.17,0
kenda,IN,"(23.00191652995295, 86.5836618467838)",23.00191652995295,86.5836618467838,89.6,89.6,70,4.7,75
midland,US,"(31.440157342022985, -101.77688323798644)",31.440157342022985,-101.77688323798644,78.85,79,57,19.46,1
fort-shevchenko,KZ,"(45.37757061890699, 50.42313626598457)",45.37757061890699,50.42313626598457,73.8,73.8,30,15.46,47
kenai,US,"(61.53373809892406, -154.65021753593285)",61.53373809892406,-154.65021753593285,55.62,55.99,66,21.92,1
hamilton,BM,"(30.192318859818442, -63.77000820214187)",30.192318859818442,-63.77000820214187,72.9,73.99,73,4.63,1
kuching,MY,"(1.6714032061832427, 109.70835611842239)",1.6714032061832427,109.70835611842239,87.42,87.8,70,3.36,75
altay,CN,"(46.21557213538529, 90.57112644382187)",46.21557213538529,90.57112644382187,60.13,60.13,39,8.1,15
kupang,ID,"(-11.876180472074068, 122.38534079327974)",-11.876180472074068,122.38534079327974,93.2,93.2,36,24.16,20
meulaboh,ID,"(2.2357702682577667, 92.51491822653838)",2.2357702682577667,92.51491822653838,82.4,82.4,78,2.39,84
sola,VU,"(-11.097453731684325, 170.369570642832)",-11.097453731684325,170.369570642832,78.64,78.64,81,23.47,90
mehamn,NO,"(77.75540975072454, 27.70918116400668)",77.75540975072454,27.70918116400668,50,50,76,10.29,75
bereda,SO,"(11.771271495231431, 53.327263191572484)",11.771271495231431,53.327263191572484,50.52,52,100,1.01,62
momignies,BE,"(50.04163770363937, 4.201931658654132)",50.04163770363937,4.201931658654132,53.02,55,93,5.28,58
kijang,ID,"(2.358565360135671, 105.72081740996595)",2.358565360135671,105.72081740996595,84.2,84.2,58,13.87,75
yoichi,JP,"(43.07284076184422, 140.85347751644787)",43.07284076184422,140.85347751644787,91,91.99,70,9.17,40
pajarito,CO,"(5.3065574203922665, -72.79598561383287)",5.3065574203922665,-72.79598561383287,65.34,65.34,80,4.47,100
darnah,LY,"(31.75429202921002, 22.063276046669387)",31.75429202921002,22.063276046669387,76.91,76.91,74,11.43,0
tatawin,TN,"(32.18111410029118, 10.057667670693036)",32.18111410029118,10.057667670693036,73.4,73.4,83,5.82,46
kaisiadorys,LT,"(54.88377646434682, 24.32663113995116)",54.88377646434682,24.32663113995116,49.5,50,87,5.82,17
sao miguel do araguaia,BR,"(-12.65236532806189, -51.61727656575067)",-12.65236532806189,-51.61727656575067,83.01,83.01,71,6.85,47
coihueco,CL,"(-36.90623175368456, -70.11886059027856)",-36.90623175368456,-70.11886059027856,46.4,46.4,100,4.7,83
tuscaloosa,US,"(33.00063524334173, -87.84228268440002)",33.00063524334173,-87.84228268440002,69.49,70,88,4.74,1
